,ID,age,gen,edu
56,5CCFAEEB80988715E26370C8BCFD0373,4,1,3
57,62250B0C7C33A2AB3E2C62ACB18FEA44,1,1,5
58,259699C5AFD80F046F6C60E37AD719D6,1,2,5
59,DCE035D016C82D9D7B6A154E2178B4BF,3,2,3
60,EA2A58BC9394A4CE5C55DF37516B0B63,3,1,4
61,5B786ADEE1EEB4A9B691F7A2FACC2B9F,3,2,3
62,19031AE4C85159E823AFE2E198053FED,2,2,5
63,5EFA7EBEAC3587EF3C4EB19831836351,2,2,5
64,BA1D55A60EBCA877DAD1D7CAF0C592D5,2,2,4
65,248260C11236DA2AA2C62B43C0D9C283,1,2,5
66,D799DAE447B6DA67B75D18E68A53179E,2,2,4
67,D8245C327B7662AC1C604B2A439EDF92,1,2,5
68,E5C24C1FBD82835FEE0E1200F6C120B5,2,1,5
69,0AD01E040D8F5FC225D9F6020837D3B2,2,1,4
70,359C00506BBC5E6567EBA98CE0A8376F,1,1,5
71,785748CCC64865A94E6E21803AAAC281,1,1,5
72,A4E54D093BD3EE134EC6CA0EAAD377B7,2,2,4
73,E492B2C284DCA1429A025CD050CED94E,4,2,4
74,439AE9EBD07717A712F4E15817E938FB,2,2,4
75,BC6E6674E85865196561928FA83C06D1,1,1,5
76,F1D33462C797CCBDA338E7F1B745A5D8,4,1,3
77,4318B01D4DD5E359923BA90C4044EA03,2,1,4
78,174DBD4311BA28015FE03602E8CA946B,4,2,3
79,B66344B32CBEA86CB926C01427FC4A70,1,1,5
80,FB1797AD9DEC6B88D603EFD3692C24B1,1,1,5
81,1CBF42F029BABA62B53A102187FFDDC9,1,1,5
82,7C7DF863F69E57727969DFF24419F45D,1,1,5
83,D17C01D2F8A559B9E818E7A824A7CF7B,1,1,5
84,C836FCE738FEBA86E647DE6E6107B3D4,2,1,4
85,C5C175E9903723DC9C361081F1E50702,1,1,5
86,08B4A83A18D98AAA4F26BF2115255F3E,1,1,5
87,668DB266ADD1A5B064DF5DD4292D9A85,2,2,4
88,CA72A1AEE8FC04C1762D3A5776CA0BAC,1,2,5
89,60099E015C2CC0D5270C16AC5F8AAA21,3,2,4
90,108AB7CE46E10C78CE895C17672EF164,2,2,3
91,C3B4FA1830B08FCB5AE728F68E8FE114,2,2,4
92,5F47308B6079ECC75AA0D44EF306546D,4,2,3
93,0E3F8976D0BC845C8070B29236641DD3,2,1,4
94,CC07D04353934DE6D7414ED011959EB9,3,1,3
95,B11D831A5AB3FC002216135AF46F17ED,3,1,4
96,3932206849ECC97C5304B724A8DB4E11,1,2,5
97,CEA9DD0CDF2D60FFCBABD2F2ADCD760F,1,1,5
98,39554306E638F8D42A31ADA25F5B6934,1,1,5
99,58958AEB63591F169DA5518EDFEB7DD5,2,2,3
100,C20AB8E16B36DA2EB2F7123528E28267,2,1,4
101,0B6423CD1845B856332529C79577E40D,1,2,5
102,A4AE42A8A6EBCB74A4E77D6018AA30C9,1,1,5
103,D6A8DF5A94B37CF2E675AB2C810047CF,1,1,5
104,A9D4145CD47032E4C5B5E4E0B40C620D,1,1,4
105,6A8E7B0FD94EC53400CA3D487DF46942,3,1,3
106,EEF582FB10F9B62DD80BF20A60F46F37,2,2,4
107,15EC24D4B55D01E9EFE710A38D2C4C87,2,1,4
108,17D9131EC8FCBFB6F37F01CF0DC0BD65,1,2,5
109,77A1339A8740C1B50EEFEF33F307AE93,1,1,5
110,D0055124948A07300D53EFAFD861150C,1,1,5
111,DDAF0F01EDCC39B8F376F781795F027C,3,1,4
112,195F1076B83BCF713172E301B550D443,1,2,5
113,D7B3D3ACF1FA3974CA52770726F9A444,1,2,5
114,E46684BD350962428B6B186F4E95F6BB,3,1,3
115,4920DE5AEAEFB901EBB6B8BB60608C0A,1,2,5
116,D254E16F9378DB471A2F340127A2701C,3,1,3
117,183DDC4C43B68EA0AE61418EB9C506EC,1,2,5
118,90943B0BB6EDF96FD694CA73E5748DB5,1,2,5
119,7F9135E913EF2816B79DDE6C67ABD3A6,2,1,4
120,3774D01B3C0EB2020E5093E447996402,1,1,5
121,2F70F0E9E1AAD2A71A842344249267CE,3,1,4
122,B7C264D241AAAF8D5E9D3A551EDB15E3,2,2,4
123,965865DC32ED5FF09F89A63B41918303,3,1,4
124,7C4E34C6B7C32895B4CBC039E5B7A069,2,1,4
125,BBB1A46932DE0DE0D2F504537FA10BFC,1,2,5
126,7E267B7304071DC6FE8D18AAE62882F3,3,2,3
127,5617B530631E95BD4CB8EE964EE9C60E,1,1,5
128,8B314D44B8345C5FD1F155824FAEF015,4,2,3
129,A0109556622257218F5E3E217CC037A8,1,1,5
130,4B9BE0E9AF3D9A5ADBF6CDAA5BA5D33A,1,1,5
131,4D3E34275E14B42580584AD5560380F3,1,1,5
132,F76E4152ED9BF2F52068BAF872984037,4,2,3
133,BC89492743FE9ACCC0327A884E0F3110,3,1,4
134,B3AEBAF4147F55FCBA85C07885B0A5B6,2,2,4
135,7230285D10B4F32AEFC40DA41B4D203F,3,2,4
136,2968F605F02FE9D29BBE28C4A0C3B4D2,1,2,5
137,485F9156F2CEE02161C42269EAF55B69,3,1,4
138,828CE77B036A96C73F3EC9E45950A1ED,3,1,3
139,A63221DC0A5D85FA23659FCD87B23E4D,4,1,3
140,C895A13C3F62CC4572F943F3C6F5363C,1,1,5
141,C2B56EEF8A6FDF2222DD4F380D75C98F,3,2,3
142,EAB1FEF6CA66F54E0399136A54C93181,1,2,5
143,894D86870C0D258B0A118E2A84035F27,3,1,3
144,BB222E1AC9306355284DDA7D3D8DEA1E,1,1,4
145,990BDA9A1DE28093DA0AF0792622610E,3,1,4
146,88D8A847B1993B2475B63A97EDD84587,2,1,5
147,2A3FCFFA082E0CA8B94C54FF99F14D8D,1,1,5
148,FF9F05C3572ED3D08BFFEED4AAC0C2AD,1,1,5
149,EB0FF859DE1E60E21EA528B808C68F6F,2,2,4
150,EF96F331AC4103DC235B12FB18D3C298,2,2,4
151,368DFE8902B377240A9A2AE58C141DD9,1,2,5
152,A35D7535F95898587DECDF4357714A5B,1,2,5
153,AA13C123BFDD307BBD355D8E3BFB6797,1,1,5
154,F4F7398B44D7152E8000EB8B8976EAE8,1,2,5
155,1402F7E8B60926814A434887D4673971,1,2,4
156,FBB87BC2C1229D5F8B30821BC589CFCD,3,2,3
157,DFC79358BD832B0BC412F8CE064673A1,1,1,5
158,8D659DBEF20439F1F1D12CB80B2E35DE,1,1,5
159,C8FB5C5E36F0D648DDD66A42D35D7B17,1,2,5
160,4DFF22C6BC6F0AACE2349F5721C1C2E5,3,1,3
161,27991F04159DAD890C6E5E7B737C1480,1,2,5
162,CFACBE261975E6C591E77E5A8258598D,1,2,5
163,F3F2E7761D799BC8D34CE29929A25C29,1,1,5
164,C4C5F4EC3A0A575F56354B8DEF8102A2,1,1,4
165,4736012C623D36EB3DAFE13AB68C3B92,1,2,5
166,68B2827F517002A5712F90FCB4096BBE,2,2,5
167,8858A46DCFC81379B87C9050A1066F19,4,2,3
168,F68BCFCC0A1DF4AA0959B91537A3D368,1,1,5
169,EBD134A018CA097CE3B31E095B90D7D5,2,1,4
170,BC28876E1CF32CFDF715BDB9888ECE48,1,1,5
171,7E019324B0D0045A5298A871A089C4E3,3,1,4
172,233CC426C02FDEC2612A871C013916B1,1,1,4
173,760965E97B4163B6F3569C9C7857616E,3,2,4
174,A60C526292E2F690B8E4F68D341A3E50,3,1,3
175,7734B83B5AB5F74BB6B06FE1FD5F852A,1,1,5
176,746128F730F7DDEE7F8AFCC4FB6C1F3C,1,2,5
177,BDAB4E0FF6A56774EBD533D9464294DD,4,2,3
178,4FA483194C3117BCE4936AE72182907F,2,1,4
179,86F004C1A4F9BA71B15C520FA922BFA5,2,2,4
180,AC69A65B634500789BB2113154CB6E4F,3,2,3
181,4926072A65F971E8CC411E17A0796742,3,2,4
182,708BE4D583E2EC4E5D75A176F036F673,1,1,4
183,0489461F6F4C72FE2758E4E75F4CE39E,2,2,4
184,606E686FBC6DA1E47564ADD802E123F2,2,1,4
185,D7ED8DF21FC8EF6C7DC628F77DB3F8F0,3,2,3
186,DDC3E53A11D0CE51653EABB4748718F5,1,2,5
187,2373A9F23BDF974D3C35FE04B500741E,3,2,4
188,C6162187B999A9590F5B0F0A24546CF1,3,2,3
189,DB65FC6A2BBAEFAD26F50AB814A4D229,1,2,5
190,05736D204F3740FDB5C639AD71E6BD5E,1,1,5
191,BBC3484F1161D2FD0EACA4D6F899963B,1,2,5
192,D8A41A0ED80F24007D4E3D4D3796C99F,3,2,3
193,6CE14B03C4CE7D534C60AA752BF219A5,3,1,3
194,E53160EC6FBEEC6AD1CAB037AA9D45D8,1,1,5
195,2BDB77B9571D9F84FD2B45E2BA712F16,3,1,3
196,349183D19B0156CDF3FDC8376C63960A,1,1,5
197,4F228730BD968FCE784D2A301A426DC3,2,1,4
198,232C4E750F8CCB6E91FE219FF02FB365,3,2,4
199,8279158BF85B109E47E5092235C01AFE,1,1,5
200,3053B2B83641419A441055D30B4CEBF3,4,1,3
201,1E3C43E94609A4944A4A984F11003A71,3,2,3
202,2F27CBEB4478692F6C2E3422B3DB65AE,2,2,4
203,16E486F0C936FF0F0A3C877A39BF47B1,3,1,4
204,6D36AA79E9F12B963C13C732858CAA02,2,2,5
205,486F5213EC44163FAB2AB33008356943,1,2,5
206,22C38B0F3776D95B1291CCF9817BB256,2,1,4
207,AAB68320370EB66304D6340E844DA723,2,1,4
208,4569E306B063BB35E835E616096DA60C,2,2,4
209,04CCBB5A63E201B4DDDF4CCA82293711,2,1,4
210,69F25FA0C7B1A214F15AA6990F87901D,1,1,5
211,AA72741B4252D1F0FFB09CDEAF400D4F,1,1,5
212,4AA18E4BD4E04D5AE44A23B21B662B08,1,1,5
213,B20776CAA28BF6E7C191ECBDDCF7AC75,4,2,3
214,410EA30D4DACBA0CDBD18CF230B020C2,2,1,4
215,AFE7CE4A8445B64B2B25246A047EC54B,3,1,3
216,ECBF10FADF59C39329C75681629262E7,2,1,5
217,4B366489B838CD5B81913D51EB5466A3,1,1,4
218,3F777644D408A26E3B34A2084374B99E,2,1,4
219,7D33EE563C26A1A0E140DCD340A45A40,1,1,5
220,C6027A6703C2FF803CD82BE4C20A1865,1,1,5
221,7B7EFCB1DCF8FE76708787CDB69C3915,1,2,5
222,E4CE594D369CE1EB9B0CC54D80156984,2,2,5
223,335874A6586721FC79746E8714EB0C46,1,1,5
224,91641BA66AA56DF5E935F8D38726A18B,1,1,5
225,402A76485CB27E80C3258039C36F7350,3,2,4
226,CFC38C3E081689A4F48740ED5EA708B2,2,2,5
227,03195891387D823D44583EC645E8A778,3,2,3
228,8FFBF44CFD486AAD39BA3CF15A006278,1,1,4
229,EC1296B52BBCC564ED6C16EAE355A451,3,2,3
230,81E0F2F812B8B8D58B7D35520726969F,1,1,5
231,0EC23DAD16E2CCFD6230341F7ACEB20C,1,2,5
232,C9509FB4168BFD75965DDBFA2510DF70,1,1,5
233,575A40F27B870624EAA425C2D413F267,3,2,3
234,56457966425D6C37022DD8B73B277230,2,2,4
235,67E5E4C211497FEC984E57C37AFEECC0,2,2,4
236,6CA447D0B95BA11772F3F8041377C3F1,1,1,5
237,66367B86226A26FC8C94DADCE49560EB,2,2,3
238,F313998D129C22ED984065CB8B0793B8,4,1,3
239,C2213EA44D29F51E2E14092645FC6159,1,1,5
240,86C61DFC7B35ACBAC6026BFA703E5A6D,3,1,3
241,F3F69B6E37345F60409F694AC16ECE27,4,1,3
242,9292AA05606DD7E7B86B6826B24BB009,4,2,3
243,5011C4443604D972A2D2F79CFE5CA5BB,1,1,5
244,DBA1B9F289B5A766E8CD1832F0493D40,1,1,5
245,0B7A36CA41DB2F4E7D026DE6AA3EEC38,1,1,5
246,385BB4362D460AA71E0B9758A41144EB,1,2,5
247,1D7F6A1F8AA384B6BF67790B829424B6,3,2,3
248,DCF4B61BA29699641F9899677A812071,1,1,5
249,71D024EE0CBD5673D750ACEC94A7E6AB,1,1,5
250,D542D53C572B5F26CBC77E4DC615D2A6,2,1,4
251,EFCDEA31A225C8862814B4C121A046E3,3,2,3
252,C412E5865E096961F2996B19B8F6BDC4,2,1,4
253,378E9076CD270728FD185F855595AC35,2,1,4
254,5E1BF3A3D0FDBCC87DFE486434505677,1,1,5
255,FD75697D04B6D2BA854E4868F63DFE5D,2,1,5
256,7B00EF1EA57FCCB647B36639DD989609,3,1,3
257,4936E6796C7B63C4B178721DF8A38C3E,2,1,4
258,179E56F8F8EACBBC74FBDA2D2AF1F689,2,2,5
259,D9335F82A9A67E85CE2C85BB3420FAFA,1,2,5
260,BDFD9EE5A788EF468A847B2FF9303B61,3,2,4
261,16E0643BBCF450F750157010F709A67C,1,2,4
262,2435E0276564B91DC731FA05C6792161,1,1,5
263,530A3A52DF22608C2AFF2219B825D072,3,2,3
264,E35E866F42EA52850874A33E617A7E23,1,1,5
265,FF0CD2CE02C33E0FEFE41253283810EE,1,2,5
266,B4E2A5AFBBBF2E41D9D96009E68C35AA,4,2,4
267,A717FA11640F0B1ABC503D264266AA26,3,1,3
268,276D7C2AE0DFDC23D10630E9D5047CFA,2,1,3
269,BB58EB55CA263924E4A9B879458A1A32,1,2,5
270,819E313D7CA569848B9503C21BB84D68,3,1,4
271,A32AA64CF90E8E4CD8E42F6A21DE4CC2,1,1,5
272,346EB38EE976DDF503BF373864CF6346,3,2,4
273,F2E5D6E36D97BF53D833D7CF50659E8D,1,1,4
274,F75E6856397AB229D2BC1DCCAAFC2BC8,3,2,4
275,1EBFCC481EF4F798591FB67BBFDFD19A,4,2,3
276,7262A2F8BDC47D6012E80EAFE43853F6,1,1,5
277,E1D47956283BEB01F5E2A9AD23B0EAA7,1,1,5
278,1D5C032B6A8189516687DF460E7E1E84,2,1,5
279,1510BCF823C94E318A95D52B4C1F93CC,2,1,5
280,F0B25CF0AA5F52076BA5805F47458FDF,2,1,4
281,E620EE953066A9A8FD6A46C5B20B7DDA,3,1,3
282,7D871BA2463B09DC99941D86D3172D02,3,2,4
283,EE4049604CF6D924AB6E0B4B1D7FBA51,2,1,5
284,1FF83B8D7F5635451F080B8D9A1B576A,3,2,3
285,A0CCAEA80CF130E876ACA723F0FBD859,2,1,4
286,3D40BD5DFB5C25C486070186B518C49E,1,1,5
287,CB54EA7A2223B098D72A62330E9A147D,3,2,3
288,6064B596DAE5060A9CE3E4E101CA93A9,2,2,4
289,AC2096293FB124710BAE553B86109C2E,1,2,5
290,C97FF6C3DB6F8DDA1FCCE46BB49F0342,1,1,5
291,AB899FDC71496EB836088645D7AF2AE5,1,1,5
292,0D342C13521707B4E24BB8B5CACFB2D5,2,1,5
293,7EC1378478FFC66586EF2DB5A891F344,2,1,4
294,17ADFF69C758289DB8AC37395C38EDC7,2,1,4
295,BFA7974EF9519C52AE5747DFDDCD1FE9,2,2,4
296,41D2C2E1CF5D5CA05AF9424D9D00DB2F,2,1,4
297,B30BCCBD363723CC144B79B7D3CEAC5E,1,2,5
298,D4339C57C856B8DA20049810F223D51E,2,2,5
299,C0B7E8BB3187997EB537278D864F83C2,1,1,5
300,A9A4159A3DDDCE75E6849DDD380A2AA7,2,2,4
301,227170F2EC68FAA3D956EAA4296C3D6C,1,2,5
302,9C916041378ADBAC8168F2AF5BC504A8,2,2,4
303,B8FB991C517C8DE33AD0569988274D0F,1,1,5
304,2290893C429BDDA87B8D170A54F06E4F,2,2,5
305,45369A28B4871989DC7EE8B739EBE5AE,1,2,5
306,CAF349F30CE3118E306B5F11579C3C11,2,2,5
307,CCEAAEE0CD6749EFD09E98FCE20F2194,3,2,3
308,7D78E8FBF816990BB7C37D94BE1FF2DB,3,1,4
309,DFF926DEB4A193AD6279A1C42D47C918,4,1,4
310,9C2527062145F955D73A03CAAD2E34A2,3,1,3
311,6FB11C3C9ED91B5CCA55C7D3088F67C8,1,1,5
312,0F61A984D413F0A721D3D3646C821456,1,1,5
313,D934E1B7D37D14FEE80FE9F6389B160A,2,1,5
314,321F2EE565A4B8C0D2A74F2A0CEBCD47,1,1,4
315,6D95AB946AB0613B43D6D62572EBB42F,2,2,4
316,9165CD0CF5009D377190B48F2F2E99E7,2,1,5
317,3773D0FDA101B79524AE75EDA35D1E70,2,2,4
318,C2736FA2E570CF7FCF27AD9C7447A9E3,1,1,5
319,7241959175C25F4986E011BBB3846219,4,1,3
320,C36BFB003603C45D878292EA1BB9995E,2,1,4
321,22C8FD5B29327EFFC0BABB2F24B83D94,2,2,5
322,F08B23FA56A1597C2B1AF02327DD99A4,1,1,5
323,AFE1A49024B4E59F4A75B7229B74C1D2,1,1,5
324,EBE42B9E6D871219D41522B430C61EE6,1,1,5
325,4EE86189010645E48F99257B3F1685C9,2,1,4
326,5D4DC5FF49EBEAD17D19208C97391D14,2,1,5
327,058937BDF206D814AB9A018B16496A01,3,1,4
328,A535CFEB3BB21521D47C101368776353,1,2,5
329,5F3CC681960745035DC5114E565C6B46,2,2,4
330,C39C03207DE39BDE4381D0D4F01F8C66,4,2,3
331,849F740FC7E08B6AE0E96D26F70854E1,3,2,3
332,B4E6A076815C635B3FBE225F3640CFA2,2,2,4
333,5B2D8A7016EF34AAB4A0B72C941A393E,3,1,3
334,DF7589739BFB3024EC1EF6D8DF852A8C,2,2,4
335,5A4CED656AE4F8AC073FAA02870EC573,3,2,3
336,A6BA61E3E785933F4A645C36FB5FD8D5,1,1,5
337,11AD8A3DBB438BDF4EC35A2973F38A63,2,2,5
338,EEC05719502525C4124F297A55A58A26,3,1,3
339,7A2828157BD9CE40347707272AAEAB15,1,1,5
340,47D86B7EF134584E89C1E376322794E5,1,2,5
341,1681D4C8EE624EE2547F9E0536CDC964,1,1,5
342,7696DA5579C35F33E75B2D7B392552F5,1,2,5
343,3B1DFB1BDF45A88F7B46241710BE05BA,1,1,5
344,B2ACF803C26104F506F7D8B905A0C285,2,2,4
345,17F7C1A358A0051514575BF05C1C3DAC,2,2,5
346,EF07E09C9F4118DD840872CA3E9B709A,2,2,5
347,1CCFCE9E8C72FF3B6A2AAB0D69986127,3,1,4
348,085A5CB492C2081333624B8903A8E173,2,2,4
349,28926F468D830A81DA9B24F27F4E885C,1,1,5
350,2EFF14CCB291F330D73AB81917AA083D,3,2,3
351,119DC2CC569ADFA6DBD50EC01E28A815,1,1,5
352,EC15048EACFC36ADABFBDD1CFD25A5BC,3,2,3
353,4050D86F770F4873972D8B8FD89F9D10,1,1,5
354,84D3E7B33D25A35D7109AD4824EC29D8,2,2,5
355,5233E3F8C2ABF79DED5134C61D0E21A5,1,1,5
356,CA34D6AAEB6262013606537833B145FC,2,1,4
357,22727D6DFD227B624F8770C781D8FC61,1,1,5
358,37AA4A37605963D281E0A2F6DE3D1C3B,2,1,3
359,F58133C2C50222BE9216B736922606C0,2,1,4
360,3ACFC4D05522C9F035E136050A54E85E,1,1,5
361,CC76590A6E26F3A128A4599F5EA82E9D,3,1,4
362,2A45090C7599673900DA03680A04A7C5,3,1,3
363,A01D707CC5373EB57592FE0CEDC0A844,1,1,5
364,7C5F5FF106720865D1B436D5A062C40E,3,2,3
365,BF07AC0254787C655518DF9AC79F0C06,1,1,5
366,6C3588144C7BE88932B3586FB387086E,1,1,5
367,9A64A0E6FCFF92FF5C22736E2EA55340,4,2,3
368,6D29AF9B58EDC12D9F59CD8FB1B30ABC,1,2,4
369,792382727A4A9ECDB424D832328C6F64,1,1,5
370,17EA3F23328F4CD744B733E15B8889D7,1,1,5
371,0863D40C3C6ED4E1B0E7B22DCA7D2BD7,1,1,5
372,7FCDA2978C675E4FBD0A8643715A4EA5,2,1,4
373,72642EEE6972500E2ACB117B627C7B27,1,2,5
374,8E910D19F230E54600645593530CF0BD,1,1,5
375,33C4F029C65F5330031848371E187F2D,1,1,5
376,18B88127C67C92E5D6A756C85DC32ABB,2,1,4
377,A7B5149ED98C5155BC1CA261B01269C0,2,1,4
378,199AB060E27DA5E2364E981270C5EADD,1,1,4
379,4B42F6F97A9CECC0A21CFFC37BB68357,2,1,4
380,A83318B7CDB38A361176EA210E9A63D0,4,2,3
381,464BF518605D344A178C06A5D9EBBA08,1,2,5
382,5E4B61603BD65BBEB80A6DC3E59FF824,1,1,5
383,95635C927199A6D2D69FF8FD86FCD01A,2,1,4
384,3891508F30453DBC71C42E0CEAAEB748,3,1,3
385,BEB7B5BEAE4CF77CDFC947AF528CD7E2,1,2,5
386,A6D9EB18E38A1AEBBF233406970E3558,4,1,4
387,4DA688CAE0B2C0DF6D5194F340A0F543,2,1,4
388,52433CC73445DFE1587D6CBD178DD87C,3,2,3
389,3BD61CCFF8CA0AB051F48699051D1998,2,1,3
390,45E07D53341A30DBE69B3BB573AF8599,2,1,5
391,A65910A4BF1608479972556F217A7A49,2,2,5
392,E7D86DC61AA9D1AB34A328D29437AE22,1,1,5
393,82BCC25B10A337145E0B57F3A9C46B9B,1,1,5
394,30502F5D12DB4F38F6C81CE1695BA682,1,1,5
395,D007FA30B56A9C56798C92256545CE8D,2,1,4
396,D1DD59A99DBA7B5044F4DBEF65C4AB16,1,1,5
397,6D42C10259442E84B69F16BDC1872C80,2,1,3
398,10902C99A1E42AF5980D18A303BAE236,1,1,5
399,B21DDC958C4008C8F1DF6CD29CA48181,1,1,5
400,DED38A4F42FF4E2DB25A406341FA52A2,3,2,3
401,F7C0717E19BDAB5D34AAA1F25208792C,1,2,5
402,10A7235993ACE86F54586D276258F55B,1,2,5
403,A8A4782A2D122924B1B3082103849878,2,2,4
404,6DB6F4EF7332525AA4E34764856B25F1,1,1,5
405,B2DD1A1E23D576C60A07E486450B215C,2,1,5
406,5ED429397EDD02F6A323EDB08EAC1D21,1,1,3
407,8E963D9C7E2909CF6A1D0B1D988A4A79,1,2,5
408,0BE0F39AF35A6F3A525F185513E3CAFA,4,2,3
409,3C0D67FEC3D95E0CA7D9CE49AA62C631,1,1,5
410,1004DC161F30BA9F320B66F7A3AE8FDE,2,1,4
411,3BED8682911D6F4A18EA47BC10B0F1C7,2,1,5
412,1244565907899FE269B3166C3E66A7B5,2,2,4
413,5D29C8B094B1A5F680D930E791543F47,2,1,5
414,A1FAB81862D4AA7FCD10BCE8B08A1AC8,1,1,5
415,568B2AD24AD56599EB5C2BEFB4CB761E,2,2,4
416,9D7E8AA1F1DAFE226954C22876269787,1,2,5
417,DF85957645BB665AF782834AC3B88358,1,1,5
418,82908B6ED49CF60555400BD098CDF342,1,1,5
419,D6FABA1C3D37E47FC26BD5E682BDE691,3,2,3
420,15A510438380C0DFBF7373D2B73E522B,2,1,5
421,052940332D22E9B2EFAE56050BC749AF,3,1,3
422,DCCE5A83C6BC3796111F5D5AD3E1E163,1,2,3
423,70C575099B988957547E596B9ECCAA77,2,2,5
424,09F6F796EAB8DF0F4910F22F87104415,3,2,4
425,2F163FB903002E2822F5A0EEAE0293FD,2,2,4
426,EB858C2DF15E1F39556B2AB7C3A75458,1,2,5
427,86FA0E2DB05DBD30D8B9F4819FD3DC97,2,2,5
428,CCE62402A88FD09A2572B542E7C7AE1F,1,1,5
429,92F2485D55C4972641B8ECE678551CA4,2,1,4
430,0364B139F7FBDB8700F1D580DE8E17A3,1,1,5
431,EB9B661BDBC289A7D2EF6410F50AEBCB,2,2,5
432,6D170C32C967B4B26332FDD38E5E03D8,1,1,5
433,9B884856D1FE047196BF2E0FD97E4DDF,1,1,5
434,E38EE54AD9C30DAAD85D2F8474784ACC,1,1,5
435,DB7C94BBAE0D4176A037121DED3AD5A9,1,1,4
436,C7F20A8F9970BB0B27286C7AF386531A,3,2,3
437,9A8BD896867C407962C5C41306995D1B,3,2,4
438,02C781B663CE800BC1B800FC00DC62BD,1,1,5
439,D36B9BF28E4585E2510D2D9B174861AA,1,1,5
440,65A5B340F7C213AC683867B63744FE4A,1,1,5
441,E1438FFBE08E41DD2C57B77C54ADC957,1,1,5
442,032166216451BC86BFE5DE0A86A0F50D,1,2,5
443,A9C97E7CCAB6FFD56A5053654197C271,1,2,4
444,770843425AD6498B30EA1C8C0DE97395,1,1,5
445,5120E389D35BBA698D6736653AAE3DCD,2,2,4
446,EB3E631C015B8E1735F03B7504EDFEB8,1,1,5
447,F540B8D72D222C14D9449650A2DDFACC,2,2,5
448,EE4CDF9810E1C459E77F7AD5F40E8726,3,2,3
449,FEEFFED6D7A89D110E6982D41EDE25C7,3,2,3
